,Rating,Title,Date,Helpful_Vote,Total_Vote,Review,Movie
10,7.0,"Visually innovative, but has a lack of focus and is overstuffed.",4 January 2019,157,274,"As much as I enjoy this movie (and as an animator/storyartist I love the visuals!) I have to honest and say it is a bit of an unfocused mess. The reason why you should see this movie is because it is the first in what will hopefully be a trend of innovative and creative animated movies that aren't just looking over the shoulders of what Disney and Pixar are doing. This movie is its own creature and I think it deserves to be seen just for the visuals and the opportunity to hopefully support this trend...

However, I would only say that if the movie has some substance to it.... which it does. I recommend people see this movie, but it should be noted that I think this movie may be getting the ""Kubo"" treatment where an animated film is visually impressive to such a degree that people gloss over bad writing because everything they are looking at is so cool.

The first half of this movie is brilliant. I think just about everything in the first half works really well and is super effective. Miles Morales felt like a real kid with some real kid issues, Peter B Parker was funny, tragic and fleshed out, and Gwen... existed (we'll get to her later). My eyes were glued to the screen and I was excited for where the story would go as I was genuinely surprised at a couple twists and turns in the story.

Then, a certain moment happened in the movie where I was taken out of the film and went, ""Wait... oh shoot this is going downhill real fast."" It was the introduction of all of the other spider-verse characters. At that moment the film shifted gears into an entirely different film from the first half. Does Miles Morales fit in with the professionals? Can Miles Morales impress them? Everyone seems to hate him due to his lack of experience! Can Miles Morales take a leap of faith (which he already did in the beginning of the movie)??!?! Is Miles Morales even relevant to the story?!?!?!?! All of these sudden new themes and plot developments completely derail what the first half of the film was setting up to such a degree that it felt like a giant schism cut through the film and the second half of the film was waving goodbye to the first half.

I'll be clear that I have no issue with other spider-verse characters sharing screen-time in the film, the issue is that they don't add much in terms of character development or interaction with Miles. The characters should serve to help Miles grow, but in this movie they just seem like another pair of fists to punch bad guys, and there is no better example of this than...

Gwen Stacey.

Gwen Stacey has the unfortunate issue of being completely irrelevant to the story when she should be an important and vital character to Peter B Parker's/Miles Morales' character growth and should have an arc of her own. This is a character who witnessed Peter Parker (her best friend) die and Peter B Parker is someone who witnessed Gwen Stacey die in her universe! WHY DON'T THEY DISCUSS THIS!!! Peter B Parker should be surprised and excited to see someone he knew as dead alive again and she should be happy to see her best friend once more! Instead, the two characters just... punch bad guys... like everyone else. No growth or development between the two.

To make matters worse, Gwen doesn't even really work to help Miles Morales develop as a character. In the beginning of the film she is built up to be one of the main characters, but in the second half she doesn't develop any further than she did in the beginning. She experiences no character growth nor does she help develop any other characters. She just exists in the film.

I could go on for a while about all of the different weird pacing issues in the second half of the film such as Miles Morales suddenly getting super powerful and skilled out of nowhere (it's odd that people complain about ""Mary Sues"" in film but don't complain about Miles Morales going from zero to hero in one scene), or a single cut from a comedy scene to a tragic ""friends splitting up"" scene, some loose character threads such as Miles' dad telling cops to chase spider-man but we never see them do it, and many other instances of odd pacing choices and poor juxtapositions of emotional story beats.

But, I will end this on a positive note: All of the characters are enjoyable when they get their moment and I think the writing on the father was really good. He wasn't your typical ""larger than life"" father but a very honest, strong, but stubborn dad who has his flaws yet is very likable and reasonable. I wish him and Uncle Aaron had some scenes together and their dynamic was a bit more fleshed out, but as is I still like them regardless of the additional scenes they deserved.

Go see it if you want to support innovative and risky animation, but be warned that it is not a perfect film (other than visually).",Spider-Man: Into the Spider-Verse
11,,"Creative, funny, engaging, and exciting",22 September 2019,9,12,"There was a lot of hype about this film, which surprised me because when I first glanced at the trailer I just dismissed what I saw as a direct-to-TV film. The hype gave me pause but at the same time made me wait so that it had time to settle into reality. Coming to it outside of the hype and awards, I was open to what to expect, and was pleasantly surprised. What pleased me was how creative it was in several areas of production. In terms of narrative it took the risk to be silly with its alternative Spider-Men, but was able to balance that with an engaging and reasonably serious core narrative. It managed to be funny, fun, engaging, and enjoyable all the way through.

Animation wise it mixed many styles and approaches very well. Even when it felt OTT with the visuals, it still somehow worked and I didn't feel beaten down or tired as sometimes can happen with visual overload. The overall design of the film added to this, with good use of music, shot framing, and animation to make it feel very cool and fluid throughout. Production-wise, it felt like it ""got"" the sense of humour of the script and made that work more than it otherwise would have done. Voice performances also seem to get this, and everyone plays their characters well.

Overall, it is creative, funny, engaging, and exciting for those that get into it and accept it on its own terms.",Spider-Man: Into the Spider-Verse
12,10.0,Giving Infinity war a run for it's money,15 December 2018,391,540,"This movie was absolutely incredible. From the animation, to the storytelling, to the characters this movie is completely one of a kind. It is easily the best looking animated movie of the year (no surprise there), but what really caught me off guard was the story they were able to tell in such a short amount of time. Each character has their own distinct personality and is given their own separate characterization without making the movie feel bloated. I knew I would end up liking this movie, but this movie has completely exceeded my expectations. If you enjoy superheros or animation you should 100% definitely watch it in a theater.",Spider-Man: Into the Spider-Verse
13,6.0,Visually Beautiful but the Good Part of the Story is in Another Dimension,15 March 2019,62,116,"It started of well and I knew by the trailer what I was going to expect. I was waiting for something beyond my expectation but when it became weirder it definitely became a lot weirder. If you have seen episodes of The Flash, this film's story feels like meh. Apart from the dialogues, it's definitely bad writing. The main character is completely clueless about being spider-man but when the writers need him to use his skills, voila!, he knows it all, like the back of his hand.

People who say this is the most visually stunning film they have ever seen are those who haven't seen films. All those who have given this a rating standing at 8 point something have been blown over the visuals of this film which is great but every film's basic foot lies in it's screenplay. This is sloppy writing. Aunt May being kind of Iron Man and all. There is a moment in every new super hero film where the hero falls short of confidence and then a few scenes or a lot of scenes later the confidence is regained. Here it happens in the very next scene. What a load of BS. Spider-man sticky web sticks to his hand easily and is a disturbance for him but it is conveniently easy for the villain to break that sticky web

And Nicoles Cage..Are you kidding me...His way of talking makes it irritatingly meme funny. Depressing. His character was a complete waste.

But definitely much better than Captain Marvel. This film is visually stunning and the animation is excellent. Kudos to the animation artists. But the writers need to write better.",Spider-Man: Into the Spider-Verse
14,7.0,A little overrated but still good.,13 March 2019,43,83,"Didn't find the graphics that appealing and the story was ok, but nothing spectacular. I'm guessing anyone into anime or young kids would've enjoyed this more than teens and older viewers. 7/10 from me",Spider-Man: Into the Spider-Verse
15,10.0,The Best Spider-Man movie ever!,21 December 2018,47,92,"Spider-Man: Into the Spider-Verse is one of the most beautiful animated movies I've seen and possibly the best looking superhero movie of all time; with its bright neon colors combined with its comic book asthetic, it creates a world unlike anything I've seen since the LEGO Movie. The characters are all great. Miles Morales is a fantastic protagonist; understandably scared at the prospect of being Spider-Man, but excited to learn. His relationship with his father and Peter Parker are some of the most emotiinal scenes in the movie. Gwen Stacy is also a great supporting character, as are thr rest of the spider people. The villains are fun and the action is jaw dropping. It's also tear jerking tribute to Stan Lee. This is the best Spider-Man movie by far.",Spider-Man: Into the Spider-Verse
16,10.0,What's better than one Spidey? Six Spideys of course!,16 December 2018,39,76,"Spider-Man: Into the Spider-Verse tells the story of Miles Morales(Shameik Moore). When Miles becomes the Spider-Man of his universe, he meets various versions of the wall-crawler from parallel universes. Now, all the Spideys must team up to put an end to a danger, that could alter reality in terrible ways.

Spider-Man: Into the Spider-Verse is a mind-blowing film. Directors Bob Persichetti, Peter Ramsey, Rodney Rothman & writer Phil Lord, have given us the best big screen adaptation of Spider-Man & that's saying something. I love the fact that this movie, makes us feel nostalgic about the previous big screen adaptations of Spider-Man. The animation is awe-inspiring. The comic book format of the animation is unique & is perfect for one of the most loved comic book characters. The 3D is amazing(watch this film on the biggest screen possible, preferably IMAX). The action set pieces, the humour & the emotional scenes are perfectly balanced, throughout. The voice-over work is unforgettable. Shameik Moore is spectacular as Miles Morales. Moore brings that much needed vulnerability to his character. Jake Johnson is outstanding as Peter B. Parker. Hailee Steinfeld is brilliant as Gwen Stacy. Mahershala Ali is perfect as Uncle Aaron. Brian Tyree Henry is excellent as Jefferson Davis. John Mulaney, Kimiko Glenn & Nicolas Cage are awesome as Spider-Ham, Peni Parker & Spider-Man Noir, respectively. Kathryn Hahn & Liev Schreiber are superb as Doc Ock & Wilson Fisk, respectively. Lily Tomlin, Luna Lauren Velez, Zoe Kravitz & Chris Pine are great as Aunt May, Rio Morales, Mary Jane & Peter Parker, respectively. Everything about Spider-Man: Into the Spider-Verse is jaw-dropping! A must watch. Swing by your nearest multiplex, immediately!",Spider-Man: Into the Spider-Verse
17,10.0,This movie is not over hyped!,15 December 2018,147,250,"Going into this I had high hopes but, was afraid It might not be as good as the hype says But, damn... This movie is underhyped. I loved every second of it. The animation was gorgeous, the characters were so fun and the soundtrack, flawless. The twists, you never see coming and don't even get me started on how beautiful the end fight scene was. This film is the best animated film of 2018 and in my opinion, the best film of 2018 definitely worth seeing!",Spider-Man: Into the Spider-Verse
18,9.0,Come on give this a chance,20 December 2018,120,226,"Amazing movie. Great animation, the best Spider-Man movie in my opinion",Spider-Man: Into the Spider-Verse
19,5.0,"Despite the animation, still pretty much your average comic-book movie",7 October 2019,27,54,"Miles Morales has just started at a new school and is struggling to fit in. Then he is bitten by a radioactive spider and he obtains certain powers, similar to those of Spiderman. He doesn't know what to do with the powers, or how to control them, so naturally he turns to Spider-Man for advice.

Had some potential, initially, to be an original take on Spider-Man and comic book movies in general. The story doesn't follow Peter Parker, so is not the same Spider-Man story that's been told over and over before. Is animated, so original in terms of production (ironically, considering what comic book movies are based on...).

However, despite these differences, it ends up being pretty much same old, same old: a linear, action-based story. Character development is token: everything is just a set up to get to the next action scene. Plot, what there is, is what you'd expect from a comic book movie: rambling, basic. Quite unengaging.

Is fun at times, but certainly no more than your average comic-book movie.

Hardly revolutionary, despite all the hype that says it is.",Spider-Man: Into the Spider-Verse
20,10.0,Out of This Dimension Good! 100/10 off the Charts!,15 December 2018,71,132,"I knew that this movie would be good from the first moment I heard about it last year, and it did not disappoint me one bit. It met all of my expectations, and then went above and beyond them. The animation is a blend of CGI, stop animation, pop/comic book art and realism. The vibrant colors pop out at you, and the action sequences really enthrall. A very captivating and beautiful piece of art is this movie, and the writing choices leave nothing to be desired. The story is that of the traditional starting superhero with a bunch of twists thrown in. The movie itself actually follows past comics for the most part, with some minor changes here and there. A true Spider-Man, or comic book fan in general, will not have anything to criticize in this movie. Everything that fans want to see out of Spidey(s) is in this movie. There are multiple different variations of Spider-Man in the film, and all of them have their special moments to shine. The end credit scene just rockets this movie up past my already positive expectations, and it gets a 10/10 from me! The movie can be enjoyed by both young and old alike, and trust me, it will blow your mind! Best animated film of 2018, and one of the best superhero movies ever made. It deserves any and all awards and kudos it will surely garner.",Spider-Man: Into the Spider-Verse
21,10.0,"Sony, you are reedemed.",20 December 2018,142,241,"Okay first of all, WHAT SONY? A good animated film?! A GREAT animated film?! Don't has reedemed themselves in my book and have created the DEFINITIVE Spider-Man movie in the process.",Spider-Man: Into the Spider-Verse
22,7.0,"Too kid friendly, but good!",25 February 2019,31,63,"The movie is visually spectacular (with the exceptions of a handful of blurry scenes filled with blues and reds, maybe for 3D purposes?). The colours and character designs are gorgeous. The dynamics of the action and the camera work is superb. All of this is ""all time great"" level.

But... The story is ultra basic, therefore quite boring for about 45 impossibly predictable minutes. The jokes, while clever for a movie for kids, just didn't make me laugh. Not even one time. I'm not sure why. Also, the story lacks all kinds of depths. It's literally no sense, but I don't think is the focus of the movie, because...

What really works is the theme of the film. Everybody can ""wear the mask"". And they proved it by showing it, not depending on melodramatic and cliched monologues, but with the story itself, that included different versions of totally different people ""wearing the masks"".

The emotional bits also work well and kind of justify the boring preparation for it, developing Miles Morales origin story and his family and problems really well. Simple, but well done. For last, the villains and its plans are just almost pointless and beyond under developed. There was probably no enough time to give them better and more coherent plans. A good movie, visually superior with a well done and coherent message that actually works in the story (sometimes these superhero movies contradict themselves and they are about the ""problem with violence""... by using violence to solve the problem. No here. Spiderman is not white, black, female, old or young. It can be anybody. And they are good).",Spider-Man: Into the Spider-Verse
23,10.0,Cinematic Euphoria,21 December 2018,66,124,"Pituitary overload, pop art sugar rush, bugeyed & reeling amazed at the sheer level of originality barrelling at you at the speed of light. Animation reaching for it´s potential and massaging your brain till your spine tingles. Needs to be experienced.",Spider-Man: Into the Spider-Verse
24,5.0,It's just okay.,3 March 2019,56,113,"The visuals, while extremely ADHD are beautiful and help mask the usual uncanny valley physics that plague CGI heavy movies. That said, what is actually happening in some scenes is pretty vague, generally it's too busy.

The story telling is competent, when the writing isn't tripping over itself with overly concious lines, or progressive character tropes. At least unlike most such movies, the messaging doesn't entirely overtake the plot, and there is actual character development.

And even with those progressive tropes, there is some messaging around courage, and tenacity, typical of heroic movies that are often absent in the more wish forfillment progressive typical story telling.

Although for a hero origin movie, there is very little trace of self sacrifice, which is it's essential nature. Still, whilst it is somewhat hamfisted message fiction, they manage to wrap it into a plot that makes the film servicable and tucks the messaging into places where a less observant eye might miss it.

In general, it's safe to say this is pitched at kids. Which makes me not the target audience. It's neither good, nor bad, whilst the comic book graphic style in itself is worthy of some praise.",Spider-Man: Into the Spider-Verse
25,10.0,Greatest animated movie of all time!,7 January 2022,7,9,"Spider Man: Into the Spider Verse is one of the greatest and most original movies I have ever watched! It has a completely fresh and different style compared to any other comic book movie I've watched, now I don't just think this is the best animated movie ever, I think it's the best Spider Man movie ever, the best superhero movie ever and one of the best movies ever, which is a massive accomplishment. Considering the Sony movie that came before it was The Emoji Movie, most people were skeptical, but leaving that theatre, I have no doubt in my mind people were blown away! The idea of a multiverse is sick, but it's even sicker when it is executed like it was in Into the Spider Verse, it is often considered the best Spider Man movie of all time, even by Raimi trilogy fans (such as myself) and it definitely deserves that title. It balances seriousness and comedy without falling down, and that ""What's up Danger?"" scene is magnificent and one of the best scenes in cinema history!

All the people from different Spider-verses are likeable and hilarious, every scene could be made into a poster because of how aesthetically pleasing the entire movie is. The background stories for each time we are introduced to a new spider-person are excellently done and the villains are also done really well. This is a rare example of superhero movie perfection.",Spider-Man: Into the Spider-Verse
26,10.0,Amazing and spectacular,16 December 2018,11,19,"Spider-Man: Into the Spider-Verse is a gorgeously animated superhero film that manages to make Spider-Man feel fresh again whilst also being extremely funny and emotional. The soundtrack and the music by Daniel Pemberton are both amazing. Jake Johnson, Hailee Steinfeld, Shameik Moore, Mahershala Ali and Brian Tyree Henry all give excellent performances. Nicholas Cage and Jon Mulaney are both perfect. The action is great and it's extremely well paced.",Spider-Man: Into the Spider-Verse
